Accession,Gene Name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Abundances A1,Abundances A2,Abundances A3,Abundances B1,Abundances B2,Abundances B3,Fold Change,p-value
Q9D6J6,Ndufv2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2 PE=1 SV=2",43.14516129,10,21,10,248,27.268,7.4,107.2,94.9,101.5,96.2,105,95.2,0.976284585,0.638209948
Q8R3N6,Thoc1,THO complex subunit 1 OS=Mus musculus OX=10090 GN=Thoc1 PE=1 SV=1,22.37442922,13,19,13,657,75.388,4.97,102.4,99.9,101.3,95.8,102.2,98.4,0.976284585,0.295131435
Q9QXB9,Drg2,Developmentally-regulated GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Drg2 PE=1 SV=1,28.57142857,9,14,8,364,40.692,8.88,98.7,103.5,101.4,97.8,101.9,96.7,0.976284585,0.317971075
P18052,Ptpra,Receptor-type tyrosine-protein phosphatase alpha OS=Mus musculus OX=10090 GN=Ptpra PE=1 SV=3,9.288299156,6,6,6,829,93.638,7.05,97,105.8,100.8,99.6,103.3,93.5,0.976284585,0.56473182
Q56A08,Gpkow,G-patch domain and KOW motifs-containing protein OS=Mus musculus OX=10090 GN=Gpkow PE=1 SV=2,10.6557377,4,4,4,488,53.798,8.07,106,103.2,94.4,94.3,103.7,98.4,0.976284585,0.616678575
Q8K124,Plekho2,Pleckstrin homology domain-containing family O member 2 OS=Mus musculus OX=10090 GN=Plekho2 PE=1 SV=1,10.90909091,5,6,5,495,53.839,5.5,101.1,107.4,95.1,93.9,105.6,96.9,0.976284585,0.655793816
P19426,Nelfe,Negative elongation factor E OS=Mus musculus OX=10090 GN=Nelfe PE=1 SV=2,14.93333333,4,6,4,375,42.528,9.38,95.9,111,96.7,98.2,98.7,99.5,0.976284585,0.651219809
Q8K2Z2,Prpf39,Pre-mRNA-processing factor 39 OS=Mus musculus OX=10090 GN=Prpf39 PE=1 SV=3,7.368421053,4,5,4,665,77.872,5.53,104.1,94.4,105.1,97.2,98.5,100.7,0.976284585,0.537363874
Q9DB25,Alg5,Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus OX=10090 GN=Alg5 PE=1 SV=1,17.28395062,4,5,4,324,36.767,8.6,93.8,108.7,101.1,100.4,99.4,96.6,0.976284585,0.618231061
Q8BWG8,Arrb1,Beta-arrestin-1 OS=Mus musculus OX=10090 GN=Arrb1 PE=1 SV=1,8.612440191,3,4,2,418,46.943,6.28,102,101.5,100.1,99.1,98.6,98.7,0.976284585,0.015145633
Q64152,Btf3,Transcription factor BTF3 OS=Mus musculus OX=10090 GN=Btf3 PE=1 SV=3,41.66666667,6,10,5,204,22.017,9.52,102.6,93.1,108,106.1,91,99.3,0.975963122,0.713289224
P83887,Tubg1,Tubulin gamma-1 chain OS=Mus musculus OX=10090 GN=Tubg1 PE=1 SV=1,26.6075388,9,9,9,451,51.069,6.02,94,109.6,100.1,92.1,106,98.3,0.975963122,0.708702021
Q5DTM8,Rnf20,E3 ubiquitin-protein ligase BRE1A OS=Mus musculus OX=10090 GN=Rnf20 PE=1 SV=2,12.1274409,11,18,9,973,113.45,5.96,103.4,104.6,95.7,97.2,101,98.2,0.975963122,0.46436329
Q8K2T1,Nmral1,NmrA-like family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nmral1 PE=1 SV=1,31.39158576,9,12,9,309,34.355,6.86,102,100.6,101.1,96.3,96.7,103.4,0.975963122,0.356940674
Q9ER41,Tor1b,Torsin-1B OS=Mus musculus OX=10090 GN=Tor1b PE=1 SV=2,8.035714286,2,2,2,336,37.794,8.02,100.8,97.4,105.5,103.1,98.5,94.8,0.975963122,0.508820115
P28660,Nckap1,Nck-associated protein 1 OS=Mus musculus OX=10090 GN=Nckap1 PE=1 SV=2,26.15248227,24,32,22,1128,128.7,6.62,101,101.8,100.9,97.3,100.5,98.6,0.975963122,0.066490402
Q7TNP2,Ppp2r1b,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus OX=10090 GN=Ppp2r1b PE=1 SV=2,23.1281198,12,19,6,601,65.892,5.1,100.7,104.1,98.9,96.8,103.9,95.7,0.975963122,0.461128815
Q9WUU9,Mcm3ap,Germinal-center associated nuclear protein OS=Mus musculus OX=10090 GN=Mcm3ap PE=1 SV=2,1.725012684,3,3,3,1971,217.226,6.61,106.6,98.2,98.9,97.7,101.5,97.2,0.975963122,0.464744526
Q9ERU9,Ranbp2,E3 SUMO-protein ligase RanBP2 OS=Mus musculus OX=10090 GN=Ranbp2 PE=1 SV=2,16.08254176,39,49,38,3053,340.907,6.18,102.3,102.5,98.8,96.8,101.3,98.2,0.975955204,0.246038241
P47811,Mapk14,Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3,25.55555556,7,18,6,360,41.261,5.88,101.2,104.6,97.8,94.9,103.6,97.8,0.975955204,0.492402576
Q91ZU6,Dst,Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2,2.74584066,19,19,14,7393,833.701,5.31,102,103.6,98,96.2,101.5,98.6,0.975955204,0.342786786
Q91W50,Csde1,Cold shock domain-containing protein E1 OS=Mus musculus OX=10090 GN=Csde1 PE=1 SV=1,43.73433584,31,50,31,798,88.735,6.37,102.4,95.3,106,96.5,103.4,96.4,0.975633849,0.561901458
Q8BHB4,Wdr3,WD repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Wdr3 PE=1 SV=1,25.15923567,18,27,18,942,105.708,6.64,103.4,97.5,102.8,100.1,100.7,95.5,0.975633849,0.378362224
Q8K1J6,Trnt1,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",28.80184332,10,20,10,434,49.864,8.56,99.2,101.2,103.3,101,96.3,99,0.975633849,0.243385729
Q6ZPY7,Kdm3b,Lysine-specific demethylase 3B OS=Mus musculus OX=10090 GN=Kdm3b PE=1 SV=2,6.914212548,8,9,6,1562,170.768,6.92,99.7,102.3,101.7,96.7,102.2,97.4,0.975633849,0.263748376
Q9CR56,Nkiras2,NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Mus musculus OX=10090 GN=Nkiras2 PE=1 SV=1,6.282722513,1,1,1,191,21.481,8.05,101.1,107.5,95.1,94.8,94.7,106.8,0.975633849,0.670447315
Q8BMA6,Srp68,Signal recognition particle subunit SRP68 OS=Mus musculus OX=10090 GN=Srp68 PE=1 SV=2,43.84,24,38,24,625,70.53,8.57,99.4,104.4,99.9,99.9,99.2,97.2,0.975633849,0.238921882
Q9QYI3,Dnajc7,DnaJ homolog subfamily C member 7 OS=Mus musculus OX=10090 GN=Dnajc7 PE=1 SV=2,35.62753036,17,28,17,494,56.44,6.49,105,97.1,101.6,98.1,100.6,97.6,0.975633849,0.374292615
E9Q286,Ice1,Little elongation complex subunit 1 OS=Mus musculus OX=10090 GN=Ice1 PE=1 SV=1,0.669344043,2,2,1,2241,242.103,5.48,106.8,97.5,99.4,101.7,91.6,103,0.975633849,0.619178131
Q99JH8,Kdelr1,ER lumen protein-retaining receptor 1 OS=Mus musculus OX=10090 GN=Kdelr1 PE=1 SV=1,14.1509434,2,2,2,212,24.544,8.62,125.2,83.6,94.9,99.9,102.7,93.7,0.975633849,0.855474115
P03888,Mtnd1,NADH-ubiquinone oxidoreductase chain 1 OS=Mus musculus OX=10090 GN=Mtnd1 PE=1 SV=3,2.51572327,1,2,1,318,36.035,6.93,97.9,107.9,97.9,86.6,111.4,98.3,0.975633849,0.770476172
Q9JJI8,Rpl38,60S ribosomal protein L38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3,50,6,21,6,70,8.199,10.1,109.1,83.3,111.4,105.3,90.5,100.5,0.975312706,0.815033142
Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase OS=Mus musculus OX=10090 GN=Crot PE=1 SV=1,24.01960784,11,15,11,612,70.219,6.73,95.5,107.5,100.8,98.2,98.1,100,0.975312706,0.517496917
Q9JLI8,Sart3,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus OX=10090 GN=Sart3 PE=1 SV=1,17.56756757,15,20,15,962,109.55,5.24,101.8,101,101,97.9,100.2,98.2,0.975312706,0.031416971
Q8BQ47,Cnpy4,Protein canopy homolog 4 OS=Mus musculus OX=10090 GN=Cnpy4 PE=1 SV=1,23.26530612,6,11,6,245,28.076,4.77,92,112.4,99.4,99.9,100.5,95.9,0.975312706,0.704498451
Q99M28,Rnps1,RNA-binding protein with serine-rich domain 1 OS=Mus musculus OX=10090 GN=Rnps1 PE=1 SV=1,16.72131148,5,9,5,305,34.188,11.84,97.5,104,102.3,99.5,98.7,98.1,0.975312706,0.276972718
Q9D6K9,Cers5,Ceramide synthase 5 OS=Mus musculus OX=10090 GN=Cers5 PE=1 SV=1,13.76811594,5,6,5,414,48.135,8.07,100.2,102.9,100.7,96.6,97.6,102.1,0.975312706,0.255168333
Q8R081,Hnrnpl,Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=2,41.80887372,17,57,17,586,63.923,8.1,100.9,102.1,100.7,100.9,99.2,96.1,0.975304577,0.164576359
Q8BGW1,Fto,Alpha-ketoglutarate-dependent dioxygenase FTO OS=Mus musculus OX=10090 GN=Fto PE=1 SV=1,26.69322709,10,12,10,502,57.97,5.12,100.3,100.8,102.6,91.1,110.4,94.7,0.975304577,0.696719602
Q9QUR7,Pin1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1,38.78787879,5,9,5,165,18.359,8.79,101.7,95.8,106.2,102.9,93,100.3,0.975304577,0.585846737
Q9CZU4,Eral1,"GTPase Era, mitochondrial OS=Mus musculus OX=10090 GN=Eral1 PE=2 SV=1",10.75514874,3,3,3,437,48.157,8.78,104.1,100.3,99.3,97.3,104.2,94.7,0.975304577,0.476943865
O35381,Anp32a,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus OX=10090 GN=Anp32a PE=1 SV=1,31.98380567,11,30,7,247,28.52,4.07,103,96.3,104.5,105.2,93.4,97.6,0.974983542,0.585363501
Q9EP69,Sacm1l,Phosphatidylinositide phosphatase SAC1 OS=Mus musculus OX=10090 GN=Sacm1l PE=1 SV=1,36.28620102,19,30,19,587,66.901,7.3,94.4,111.9,97.5,96.8,101.5,97.9,0.974983542,0.67310849
Q3UVG3,Fam91a1,Protein FAM91A1 OS=Mus musculus OX=10090 GN=Fam91a1 PE=1 SV=1,5.256869773,4,5,4,837,93.404,6.35,98.7,108.7,96.4,99.4,98.4,98.4,0.974983542,0.540476135
Q6P2L6,Nsd3,Histone-lysine N-methyltransferase NSD3 OS=Mus musculus OX=10090 GN=Nsd3 PE=1 SV=2,0.694927033,1,1,1,1439,160.899,8.27,108.9,98.6,96.3,94.2,111.9,90.1,0.974983542,0.759545896
Q63850,Nup62,Nuclear pore glycoprotein p62 OS=Mus musculus OX=10090 GN=Nup62 PE=1 SV=2,19.01140684,9,14,9,526,53.222,5.31,100.1,100.2,103.5,96.2,101,99,0.974983542,0.228796848
O54825,Bysl,Bystin OS=Mus musculus OX=10090 GN=Bysl PE=1 SV=3,30.96330275,11,20,11,436,49.752,7.78,101.3,103,99.5,100,96.1,100.1,0.974983542,0.201681245
Q9Z0S9,Rabac1,Prenylated Rab acceptor protein 1 OS=Mus musculus OX=10090 GN=Rabac1 PE=1 SV=1,8.108108108,1,2,1,185,20.606,7.9,103.5,91.6,108.7,106.1,94.3,95.8,0.974983542,0.707047713
Q9D9I4,Tbc1d20,TBC1 domain family member 20 OS=Mus musculus OX=10090 GN=Tbc1d20 PE=1 SV=1,1.741293532,1,1,1,402,45.796,6.96,104.9,104,94.9,96.7,108.2,91.3,0.974983542,0.690692835
Q9D1I2,Card19,Caspase recruitment domain-containing protein 19 OS=Mus musculus OX=10090 GN=Card19 PE=1 SV=1,7.103825137,1,1,1,183,20.923,8.03,93.4,114.4,96,98,102.6,95.6,0.974983542,0.732881111
Q9Z2G0,Fem1b,Protein fem-1 homolog B OS=Mus musculus OX=10090 GN=Fem1b PE=1 SV=1,1.435406699,1,1,1,627,70.179,6.61,104.3,103.8,95.7,93,110.4,92.8,0.974983542,0.715155755
P56183,Rrp1,Ribosomal RNA processing protein 1 homolog A OS=Mus musculus OX=10090 GN=Rrp1 PE=1 SV=2,16.39676113,6,10,6,494,54.743,5.17,109.3,89.2,105.4,96.3,102,97.9,0.974662718,0.708191675
Q6P9P6,Kif11,Kinesin-like protein KIF11 OS=Mus musculus OX=10090 GN=Kif11 PE=1 SV=1,16.06463878,13,15,13,1052,117.953,6,101.8,103.9,98.2,93.3,102.6,100.3,0.974662718,0.474415905
Q9JKV1,Adrm1,Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2,12.77641278,5,7,5,407,42.034,5.07,109.5,84.1,110.3,103.6,94.5,98.1,0.974662718,0.789677628
O09005,Degs1,Sphingolipid delta(4)-desaturase DES1 OS=Mus musculus OX=10090 GN=Degs1 PE=1 SV=1,12.69349845,4,7,4,323,38.216,7.77,98,105.1,100.8,92.4,108.1,95.7,0.974662718,0.647849206
Q62101,Prkd1,Serine/threonine-protein kinase D1 OS=Mus musculus OX=10090 GN=Prkd1 PE=1 SV=2,6.427015251,3,3,2,918,101.972,6.58,96.7,106.7,100.5,94.5,95.5,106.2,0.974662718,0.617273831
Q8K2T4,Uqcc3,Ubiquinol-cytochrome-c reductase complex assembly factor 3 OS=Mus musculus OX=10090 GN=Uqcc3 PE=1 SV=1,21.34831461,2,3,2,89,9.578,9.52,99.7,99.5,104.7,97.6,95.4,103.2,0.974662718,0.422927952
Q66T02,Plekhg5,Pleckstrin homology domain-containing family G member 5 OS=Mus musculus OX=10090 GN=Plekhg5 PE=1 SV=1,0.745573159,1,1,1,1073,118.85,6.87,122.6,83.8,97.5,98.4,106.6,91.2,0.974662718,0.84365881
Q6NS46,Pdcd11,Protein RRP5 homolog OS=Mus musculus OX=10090 GN=Pdcd11 PE=1 SV=2,24.00644468,36,58,36,1862,207.649,8.75,104.6,96.1,103.1,98.9,99.7,97.5,0.974654378,0.395171314
Q99ME9,Gtpbp4,Nucleolar GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp4 PE=1 SV=3,35.17350158,21,37,21,634,74.066,9.52,105.3,96.3,102.2,97.4,99,99.7,0.974654378,0.399734524
P14115,Rpl27a,60S ribosomal protein L27a OS=Mus musculus OX=10090 GN=Rpl27a PE=1 SV=5,35.13513514,6,21,6,148,16.595,11.12,107.8,91.7,104.3,104.7,93.8,97.6,0.974654378,0.682996745
Q924K8,Mta3,Metastasis-associated protein MTA3 OS=Mus musculus OX=10090 GN=Mta3 PE=1 SV=1,15.90524535,9,16,3,591,67.035,8.88,105.9,100.6,97.3,95.2,102.5,98.4,0.974654378,0.477246713
P54103,Dnajc2,DnaJ homolog subfamily C member 2 OS=Mus musculus OX=10090 GN=Dnajc2 PE=1 SV=2,28.50241546,13,17,13,621,71.677,8.7,102.6,101.9,99.3,97.6,103.3,95.2,0.974654378,0.380004183
Q61234,Snta1,Alpha-1-syntrophin OS=Mus musculus OX=10090 GN=Snta1 PE=1 SV=1,8.349900596,3,4,2,503,53.632,6.86,94.3,119,90.5,96.8,101.6,97.7,0.974654378,0.790892908
Q9Z2X1,Hnrnpf,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus OX=10090 GN=Hnrnpf PE=1 SV=3,60.96385542,16,108,14,415,45.701,5.49,103.9,96.8,103.2,99.3,97.7,99.1,0.974333662,0.324139026
Q3UM45,Ppp1r7,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus OX=10090 GN=Ppp1r7 PE=1 SV=2,36.56509695,11,21,11,361,41.266,4.92,100.9,101,102,99.6,99.5,97,0.974333662,0.047554881
P18155,Mthfd2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd2 PE=1 SV=1",50.57142857,10,15,10,350,37.839,8.88,108.5,92.8,102.6,96.7,100.8,98.6,0.974333662,0.611736937
Q8BH24,Tm9sf4,Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1,15.55209953,8,13,8,643,74.644,7.23,102,103.9,98,93,102,101.1,0.974333662,0.480845173
P34152,Ptk2,Focal adhesion kinase 1 OS=Mus musculus OX=10090 GN=Ptk2 PE=1 SV=3,14.12844037,12,16,12,1090,123.458,6.68,104.2,99.6,100.1,102.3,98.3,95.5,0.974333662,0.348918036
Q8K2M0,Mrpl38,"39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2",16.05263158,6,8,6,380,45.002,8.1,99.3,108,96.6,93.9,99.2,103,0.974333662,0.580991342
Q8VEE0,Rpe,Ribulose-phosphate 3-epimerase OS=Mus musculus OX=10090 GN=Rpe PE=1 SV=1,14.9122807,3,7,2,228,24.928,5.41,108.1,96,99.8,95.2,100.7,100.2,0.974333662,0.549306618
Q9D2Y4,Mlkl,Mixed lineage kinase domain-like protein OS=Mus musculus OX=10090 GN=Mlkl PE=1 SV=1,27.96610169,13,19,13,472,54.283,8.25,101.5,100.4,102,94.8,104.1,97.2,0.974333662,0.409809619
Q5SSI6,Utp18,U3 small nucleolar RNA-associated protein 18 homolog OS=Mus musculus OX=10090 GN=Utp18 PE=1 SV=1,11.05072464,6,7,6,552,61.18,8.78,105.1,95.7,103.1,96.1,94.3,105.7,0.974333662,0.598207141
P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1",47.15447154,13,35,5,369,41.276,6.39,96.1,108.3,99.4,95.5,100.1,100.4,0.974325214,0.548611859
Q9CXW4,Rpl11,60S ribosomal protein L11 OS=Mus musculus OX=10090 GN=Rpl11 PE=1 SV=4,45.50561798,8,32,8,178,20.24,9.6,104.3,94.6,105.1,102,92.9,101.2,0.974013158,0.586278228
P63158,Hmgb1,High mobility group protein B1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=2,46.97674419,13,56,12,215,24.878,5.74,109.2,78.4,116.4,104.5,88.9,102.7,0.974013158,0.845296578
Q80VI1,Trim56,E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus OX=10090 GN=Trim56 PE=1 SV=1,9.945504087,5,6,5,734,79.463,7.96,94.3,119.3,90.4,92.5,103.2,100.4,0.974013158,0.797509066
F7BJB9,Morc3,MORC family CW-type zinc finger protein 3 OS=Mus musculus OX=10090 GN=Morc3 PE=1 SV=1,7.112526539,6,6,6,942,106.455,5.68,99.2,104.6,100.2,99.1,99.4,97.6,0.974013158,0.206749662
Q9JKN1,Slc30a7,Zinc transporter 7 OS=Mus musculus OX=10090 GN=Slc30a7 PE=1 SV=1,9.523809524,3,4,3,378,41.763,6.84,100.8,110.5,92.7,97.8,103.5,94.8,0.974013158,0.670390378
Q8CFH6,Sik2,Serine/threonine-protein kinase SIK2 OS=Mus musculus OX=10090 GN=Sik2 PE=1 SV=1,1.288936627,1,1,1,931,104.132,6.13,105.4,78.4,120.2,98.6,94.4,103.1,0.974013158,0.843344481
Q6P9Q4,Fhod1,FH1/FH2 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fhod1 PE=1 SV=3,21.55388471,18,23,18,1197,129.52,6.28,97.2,103.7,103,98.9,102,95.1,0.974004607,0.41045536
Q3UN02,Lclat1,Lysocardiolipin acyltransferase 1 OS=Mus musculus OX=10090 GN=Lclat1 PE=1 SV=2,16.22340426,6,8,6,376,44.371,8.53,84.7,129.2,90,101.1,97.2,97.7,0.974004607,0.860811505
Q5IR70,Cage1,Cancer-associated gene 1 protein homolog OS=Mus musculus OX=10090 GN=Cage1 PE=1 SV=2,1.884570082,2,2,2,849,96.976,5.62,105.1,94.9,103.9,98.6,94.1,103.3,0.974004607,0.562280075
Q9CQN3,Tomm6,Mitochondrial import receptor subunit TOM6 homolog OS=Mus musculus OX=10090 GN=Tomm6 PE=3 SV=1,18.91891892,1,3,1,74,7.86,4.89,97.7,108.4,97.8,92.8,107.4,95.8,0.974004607,0.66777605
Q8CGC7,Eprs,Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4,49.8015873,63,129,63,1512,169.972,7.66,103.6,96.7,103.7,101.5,95.9,98.6,0.973684211,0.398685327
Q9CPR4,Rpl17,60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=3,54.34782609,10,42,9,184,21.409,10.18,104.8,93.3,105.9,100.8,96.7,98.5,0.973684211,0.560006078
P10711,Tcea1,Transcription elongation factor A protein 1 OS=Mus musculus OX=10090 GN=Tcea1 PE=1 SV=2,44.85049834,13,24,13,301,33.859,8.38,107.4,92.1,104.5,101.7,96.1,98.2,0.973684211,0.619899764
Q9JII5,Dazap1,DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2,25.86206897,6,12,6,406,43.187,8.56,100.2,94.9,108.9,98.6,102.2,95.2,0.973684211,0.58961157
P43883,Plin2,Perilipin-2 OS=Mus musculus OX=10090 GN=Plin2 PE=1 SV=2,35.05882353,10,15,10,425,46.617,6.87,96.7,108.6,98.7,96.6,101.6,97.8,0.973684211,0.539117206
Q0VBL3,Rbm15,RNA-binding protein 15 OS=Mus musculus OX=10090 GN=Rbm15 PE=1 SV=1,8.835758836,7,9,6,962,105.658,10.08,101.9,104.7,97.4,94.7,106.9,94.4,0.973684211,0.595818648
Q80SZ7,Gng5,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Mus musculus OX=10090 GN=Gng5 PE=1 SV=2,48.52941176,4,8,4,68,7.314,9.85,100.5,103.6,99.9,99.9,98.1,98,0.973684211,0.109949858
Q6NVG1,Lpcat4,Lysophospholipid acyltransferase LPCAT4 OS=Mus musculus OX=10090 GN=Lpcat4 PE=1 SV=1,4.770992366,2,3,2,524,57.107,8.75,99,103.7,101.3,98.5,100.9,96.6,0.973684211,0.221035755
Q8C5Q4,Grsf1,G-rich sequence factor 1 OS=Mus musculus OX=10090 GN=Grsf1 PE=1 SV=2,10.8559499,3,3,3,479,53.043,6.67,106.5,96.4,101.1,91.8,107.8,96.4,0.973684211,0.657646568
P0C090,Rc3h2,Roquin-2 OS=Mus musculus OX=10090 GN=Rc3h2 PE=1 SV=1,1.179443976,1,1,1,1187,131.213,6.95,105.4,101.7,96.9,96.2,106.1,93.7,0.973684211,0.586560873
Q60793,Klf4,Krueppel-like factor 4 OS=Mus musculus OX=10090 GN=Klf4 PE=1 SV=3,1.863354037,1,1,1,483,51.848,8.35,94.5,116.5,93,92.7,104.6,98.7,0.973684211,0.765068916
Q920R0,Als2,Alsin OS=Mus musculus OX=10090 GN=Als2 PE=1 SV=3,0.423985463,1,1,1,1651,182.451,6.3,105.9,108.2,89.9,102.9,97,96.1,0.973684211,0.68634581
P42225,Stat1,Signal transducer and activator of transcription 1 OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1,44.99332443,28,59,28,749,87.142,5.58,103.8,98.7,101.6,98.7,99.8,97.5,0.973364025,0.170769931
P53995,Anapc1,Anaphase-promoting complex subunit 1 OS=Mus musculus OX=10090 GN=Anapc1 PE=1 SV=2,9.104938272,12,17,12,1944,215.855,6.35,102.5,99.7,101.9,96.8,102.1,97.1,0.973364025,0.231983389
Q03963,Eif2ak2,"Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2",20,9,14,9,515,58.243,8.57,102,100.9,101.2,97.1,97.5,101.4,0.973364025,0.128078115
Q8CIV8,Tbce,Tubulin-specific chaperone E OS=Mus musculus OX=10090 GN=Tbce PE=1 SV=1,11.83206107,5,6,5,524,59.048,6.29,103.2,102.1,98.8,99.3,100.6,96.1,0.973364025,0.224362835
P01787,,Ig heavy chain V regions TEPC 15/S107/HPCM1/HPCM2/HPCM3 OS=Mus musculus OX=10090 PE=1 SV=1,13.00813008,1,1,1,123,13.769,6.62,101.9,100.7,101.5,96,102.8,97.2,0.973364025,0.272743365
Q8BV49,Pyhin1,Pyrin and HIN domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pyhin1 PE=1 SV=1,8.095238095,3,4,2,420,46.857,9.45,101.4,92.2,110.4,99.9,97.6,98.4,0.973355263,0.637085535
Q9DBG3,Ap2b1,AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1,42.47598719,34,83,18,937,104.516,5.38,104.1,95.9,104.1,99.2,98.4,98.3,0.973035186,0.376218901
Q9ERK4,Cse1l,Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1,38.20803296,34,63,34,971,110.384,5.77,105.2,95.8,103.1,100.4,97.7,97.8,0.973035186,0.411287367
P62821,Rab1A,Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,77.56097561,14,50,7,205,22.663,6.21,101.3,102,100.8,96.6,98.6,100.7,0.973035186,0.091076331
Q6ZQ08,Cnot1,CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2,22.61052632,45,64,45,2375,266.637,7.11,101.6,103.6,98.9,96.7,100.2,99,0.973035186,0.184280782
Q8CAS9,Parp9,Poly [ADP-ribose] polymerase 9 OS=Mus musculus OX=10090 GN=Parp9 PE=1 SV=2,41.33949192,26,43,26,866,96.597,7.09,100.9,100.5,102.7,96.1,101.8,98,0.973035186,0.204935197
Q9CZW5,Tomm70,Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2,37.15220949,19,31,19,611,67.547,7.53,100.3,101.2,102.6,99.5,97.8,98.6,0.973035186,0.03012492
P83940,Eloc,Elongin-C OS=Mus musculus OX=10090 GN=Eloc PE=1 SV=1,66.07142857,7,23,7,112,12.465,4.78,101.2,100.5,102.4,97.3,101.5,97.1,0.973035186,0.150180939
Q5SUF2,Luc7l3,Luc7-like protein 3 OS=Mus musculus OX=10090 GN=Luc7l3 PE=1 SV=1,31.48148148,13,19,13,432,51.419,9.77,101,102.2,100.9,96.1,105.4,94.4,0.973035186,0.471840795
Q9QY76,Vapb,Vesicle-associated membrane protein-associated protein B OS=Mus musculus OX=10090 GN=Vapb PE=1 SV=3,40.74074074,9,18,8,243,26.929,7.78,98.9,100.1,105.1,100.1,95.8,100,0.973035186,0.31283439
Q9CQ71,Rpa3,Replication protein A 14 kDa subunit OS=Mus musculus OX=10090 GN=Rpa3 PE=1 SV=1,52.89256198,6,10,6,121,13.575,4.84,104.7,94.4,105,96.8,101.9,97.2,0.973035186,0.516924333
Q9WVQ5,Apip,Methylthioribulose-1-phosphate dehydratase OS=Mus musculus OX=10090 GN=Apip PE=1 SV=1,39.00414938,7,11,7,241,26.931,6.9,105.9,99.1,99.1,96.2,98.1,101.6,0.973035186,0.378668127
O55013,Trappc3,Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1,16.11111111,3,5,3,180,20.289,4.96,106.2,93,104.9,101.4,94.5,100,0.973035186,0.591944454
Q7TNE3,Spag7,Sperm-associated antigen 7 OS=Mus musculus OX=10090 GN=Spag7 PE=1 SV=1,25.55066079,4,5,4,227,25.905,7.43,104.9,93.3,105.9,92,108.7,95.2,0.973035186,0.69668229
